0.71214,0.38896,0.29774
0.74333,0.32085,0.26532
0.77694,0.28354,0.23789
0.805,0.27266,0.2219
0.81794,0.27945,0.21667
0.81056,0.28439,0.22031
0.789,0.26746,0.23425
0.76391,0.21687,0.25705
0.74548,0.12428,0.27392
0.74473,0.0032988,0.2536
0.8738,0,0.20295
0.86662,0.1194,0.23396
0.84881,0.21741,0.22832
0.83417,0.27353,0.21554
0.82562,0.29012,0.21313
0.8191,0.27466,0.21562
0.81238,0.25866,0.21408
0.80886,0.27026,0.2214
0.81074,0.31096,0.24627
0.81738,0.38157,0.28178
0.82417,0.487,0.30718
0.82337,0.60504,0.29622
0.81767,0.69592,0.25837
0.81492,0.75482,0.22039
0.81841,0.78854,0.19583
0.82875,0.7972,0.18722
0.84307,0.78808,0.18404
0.85803,0.79163,0.17768
0.87585,0.83405,0.17177
